"","Carrier","Airport_Distance","Number_of_flights","Weather","Support_Crew_Available","Baggage_loading_time","Late_Arrival_o","Cleaning_o","Fueling_o","Security_o","Arr_Delay"
"2514","AA",409,44892,5,61,17,19,12,22,31,72
"2515","B6",457,47522,6,43,18,19,15,23,34,107
"2516","DL",421,38514,5,98,15,18,12,28,48,16
"2517","B6",459,44184,6,14,18,20,9,31,39,129
"2518","VX",439,42755,5,97,16,18,4,21,34,36
"2519","EV",420,42901,6,88,17,18,5,21,33,54
"2520","DL",443,43377,6,139,17,20,13,24,35,97
"2521","EV",466,42037,5,137,17,20,8,28,40,72
"2523","EV",440,46381,6,89,17,19,5,22,44,101
"2524","US",450,42473,5,103,17,18,10,25,37,61
"2525","UA",453,47126,6,9,18,19,15,27,43,116
"2526","WN",460,37206,5,127,16,18,9,19,43,14
"2527","MQ",448,44642,6,75,17,20,12,27,29,86
"2528","UA",416,37121,6,132,16,17,8,27,36,10
"2529","UA",403,44267,5,23,17,19,17,18,48,75
"2530","B6",433,38814,5,104,16,18,10,24,29,21
"2531","9E",453,46178,6,6,17,19,10,25,39,79
"2532","EV",436,39415,5,98,15,17,12,24,50,12
"2533","MQ",459,44822,6,43,18,20,10,29,32,101
"2534","AA",429,39686,5,142,16,18,9,24,27,26
"2535","UA",436,43128,5,75,17,18,9,29,40,40
"2536","EV",466,45372,6,68,18,18,9,25,45,83
"2537","EV",417,37218,5,220,16,18,9,30,33,9
"2538","B6",448,38509,5,107,16,18,10,25,40,28
"2539","B6",436,43130,5,70,17,18,14,27,45,55
"2540","AA",445,45479,6,93,18,18,8,26,40,78
"2541","DL",447,41038,6,53,17,19,4,25,29,48
"2542","EV",421,37217,5,2,16,17,4,26,33,20
"2543","DL",435,42909,5,84,16,18,10,28,29,36
"2546","DL",444,44486,5,97,17,18,8,27,44,77
"2547","VX",452,45746,6,169,17,20,7,25,36,84
"2548","AA",422,43158,5,99,17,19,9,23,34,87
"2549","WN",448,45244,6,28,17,20,13,28,34,88
"2550","UA",450,40810,5,64,16,18,16,23,33,53
"2551","MQ",427,36835,6,140,16,18,12,22,35,18
"2552","AA",452,45983,6,144,17,20,15,31,44,93
"2553","UA",429,40634,6,107,16,19,13,22,28,40
"2554","UA",436,45835,5,109,17,18,11,24,40,69
"2556","US",460,47317,6,126,17,20,15,34,42,85
"2558","UA",471,44871,5,93,17,19,18,26,36,79
"2559","WN",436,44824,5,19,17,19,11,23,41,75
"2560","EV",428,40654,5,115,17,19,6,25,38,41
"2561","B6",437,34627,6,178,15,17,11,18,41,4
"2563","UA",414,42699,6,79,17,19,9,33,31,76
"2564","UA",463,44390,6,33,17,19,11,25,34,98
"2565","B6",417,42921,6,123,17,18,11,31,38,56
"2566","AA",427,40840,5,113,17,18,16,24,32,52
"2567","F9",444,48166,6,107,17,20,12,24,50,126
"2568","B6",439,39863,6,151,16,18,8,26,34,34
"2569","UA",408,41608,5,111,17,18,10,25,31,52
"2570","AA",415,40946,5,177,16,19,12,23,46,33
"2571","B6",436,46086,5,33,17,19,10,23,38,94
"2573","DL",450,44286,6,35,17,19,7,26,51,106
"2574","US",434,48996,6,82,18,20,11,20,33,133
"2575","UA",434,47714,6,109,18,19,8,17,41,105
"2576","AA",432,42536,5,98,17,20,9,26,43,67
"2577","UA",460,42282,5,107,16,18,7,30,44,41
"2578","AA",472,48410,5,48,18,20,6,22,43,131
"2581","FL",464,48493,5,98,17,19,12,26,37,116
"2582","B6",441,44065,6,209,17,19,9,24,42,76
"2584","EV",421,43094,5,90,17,17,11,26,39,52
"2585","B6",433,44121,5,84,17,19,9,21,30,53
"2587","DL",443,39137,5,106,16,18,9,25,44,15
"2588","DL",454,46210,6,85,17,19,10,32,35,81
"2589","DL",410,44151,5,95,17,20,18,27,36,72
"2590","DL",454,46984,5,101,17,19,7,29,28,85
"2591","9E",452,46478,5,90,18,20,10,26,36,92
"2592","B6",426,45895,5,83,17,19,10,22,40,71
"2594","DL",438,38924,5,133,16,17,10,24,34,17
"2595","WN",455,44375,6,75,17,19,16,26,36,69
"2596","B6",460,42463,6,130,16,19,8,22,41,77
"2598","B6",420,42926,5,110,17,19,11,23,36,59
"2602","EV",466,45322,6,110,17,19,13,20,48,81
"2603","DL",417,42522,6,133,16,18,12,32,25,40
"2605","B6",418,42558,6,34,17,19,16,20,35,73
"2606","UA",419,37838,5,99,16,18,17,28,31,19
"2607","EV",413,42874,5,42,18,19,13,30,21,101
"2608","B6",444,46032,6,65,17,18,11,20,42,83
"2609","UA",417,39352,5,172,16,17,17,29,34,13
"2612","EV",431,44357,5,98,17,19,13,16,45,76
"2613","MQ",469,47464,5,101,18,20,7,23,46,128
"2615","UA",481,44698,5,79,17,19,8,27,42,108
"2616","MQ",453,45366,5,117,17,19,12,15,46,97
"2617","AS",451,41831,5,109,16,19,14,31,35,31
"2618","B6",469,45074,5,133,18,19,0,30,31,86
"2619","UA",415,44159,6,75,17,20,10,25,34,105
"2620","EV",455,48420,6,82,17,19,5,25,46,103
"2621","B6",446,42241,6,112,16,19,14,22,28,41
"2622","EV",425,43226,6,138,18,19,4,20,50,80
"2623","WN",433,40015,5,133,16,18,7,27,24,23
"2624","MQ",431,38537,5,117,17,18,11,28,26,32
"2626","AA",456,43923,6,101,18,20,7,28,35,106
"2627","AA",446,41942,5,58,16,18,3,28,34,43
"2629","AA",456,48098,6,51,18,19,5,21,26,128
"2630","9E",490,42498,5,59,17,19,12,21,36,94
"2631","US",450,43160,5,52,17,19,9,27,48,57
"2632","AA",445,46873,6,89,17,19,16,24,41,123
"2633","DL",454,43423,5,104,17,18,14,18,40,81
"2634","UA",440,42701,5,100,17,19,10,23,42,62
"2635","EV",465,44631,6,6,17,20,7,24,38,117
"2636","UA",427,39727,5,121,16,17,7,21,28,22
"2638","9E",484,42513,6,97,18,19,13,25,35,104
"2639","UA",438,43397,6,54,16,19,10,27,27,46
"2640","MQ",443,40498,6,53,17,19,9,24,48,37
"2641","UA",447,46104,6,17,17,19,17,22,41,106
"2644","MQ",451,41442,5,135,16,18,6,21,37,53
"2645","UA",452,46735,5,39,18,19,15,25,50,115
"2646","EV",426,46146,5,68,17,19,7,20,45,63
"2648","AA",460,44608,6,49,18,20,5,34,48,127
"2649","DL",461,39240,5,108,16,18,9,25,37,41
"2650","DL",428,42035,6,73,16,19,16,31,39,42
"2651","AA",420,35953,5,103,16,17,12,27,26,8
"2652","AA",456,42153,6,47,17,20,12,23,28,72
"2653","AA",444,44521,6,7,18,19,10,30,33,117
"2654","FL",448,43148,6,26,17,19,7,24,36,88
"2655","EV",462,46670,6,6,18,20,10,26,31,117
"2656","9E",437,40425,6,48,16,17,9,23,33,28
"2657","VX",431,44748,5,50,17,19,11,28,39,74
"2659","MQ",470,45814,5,31,17,19,10,21,31,99
"2660","DL",428,40074,5,139,16,18,12,23,29,15
"2661","UA",438,41091,6,152,16,19,9,25,40,68
"2662","AA",432,46158,5,115,17,20,4,22,41,91
"2663","B6",424,42079,6,102,17,19,12,25,34,50
"2664","DL",442,40261,5,40,17,19,11,17,36,50
"2665","WN",427,42357,5,89,17,20,3,26,27,54
"2666","EV",435,40097,5,63,17,18,12,26,39,48
"2668","B6",449,41340,5,114,17,18,13,27,25,58
"2669","DL",430,47884,5,77,17,20,15,18,37,109
"2670","UA",426,38659,5,101,16,18,11,21,30,28
"2671","DL",429,43217,5,56,17,19,11,24,53,88
"2672","DL",434,41343,5,147,17,19,13,25,34,50
"2673","B6",436,43641,6,37,17,20,18,31,24,92
"2674","DL",444,43478,5,28,17,19,11,27,38,62
"2675","EV",423,38459,5,111,16,19,14,28,33,27
"2677","US",434,41831,6,57,17,18,9,27,34,67
"2678","MQ",440,38521,5,134,17,19,5,24,45,42
"2679","DL",479,45073,5,42,17,20,10,27,31,72
"2680","UA",435,38618,5,66,16,18,11,22,31,33
"2681","DL",499,47326,5,67,17,19,3,22,42,81
"2682","UA",446,43027,6,156,18,18,10,30,33,75
"2684","EV",412,40943,5,88,17,18,-1,25,49,54
"2685","DL",430,42791,5,99,16,18,16,28,36,26
"2686","EV",466,43874,5,71,18,19,8,20,30,85
"2687","B6",477,45475,6,38,18,19,11,19,39,92
"2688","EV",464,46940,6,46,18,19,13,33,40,98
"2692","UA",421,40167,5,125,15,18,8,25,29,12
"2693","DL",418,39536,5,121,17,18,13,28,33,45
"2695","EV",436,40383,5,14,17,19,7,28,40,63
"2697","EV",425,44309,5,50,17,18,9,27,30,46
"2699","UA",443,39944,5,128,16,18,11,26,35,37
"2700","B6",456,40213,5,28,17,19,7,26,43,73
"2701","MQ",452,43933,5,138,17,20,12,28,28,83
"2702","9E",425,45045,5,72,17,19,10,19,34,103
"2703","EV",454,45252,6,97,18,20,14,26,43,90
"2704","B6",434,42668,6,107,17,18,10,27,30,54
"2705","VX",430,38197,5,180,16,18,11,16,36,19
"2707","9E",457,42616,6,2,17,18,11,25,31,63
"2708","9E",440,40586,6,115,16,18,12,25,28,41
"2709","B6",433,45982,5,80,17,19,8,23,48,80
"2710","UA",463,44996,5,113,17,19,11,20,40,75
"2712","UA",438,47403,6,126,18,19,17,31,47,85
"2713","EV",438,44196,5,47,17,20,16,25,39,90
"2714","9E",460,44623,6,37,17,20,12,23,37,123
"2715","AA",458,45995,5,43,18,19,6,32,39,107
"2716","UA",437,37368,5,71,16,18,7,25,49,32
"2717","EV",402,37223,5,94,16,18,9,22,36,18
"2718","UA",443,48175,6,33,17,19,10,23,35,107
"2719","MQ",441,43131,5,89,17,20,7,22,36,76
"2721","EV",447,43023,5,137,18,20,8,23,47,94
"2722","UA",481,44737,5,113,18,20,8,24,48,119
"2723","AA",449,41141,5,38,17,18,10,21,24,60
"2725","MQ",440,44842,5,144,17,19,9,28,51,59
"2726","9E",415,41984,5,79,16,19,13,23,39,55
"2727","B6",460,49058,5,10,17,19,18,18,42,92
"2728","UA",450,46023,6,98,17,19,7,30,40,77
"2731","9E",463,49088,6,115,17,19,11,26,47,108
"2732","B6",443,42612,5,17,17,18,9,18,37,55
"2734","UA",449,47226,6,28,18,20,8,27,43,112
"2736","B6",422,45516,5,32,17,19,14,29,39,71
"2737","WN",422,39385,6,133,16,19,9,24,40,36
"2738","EV",436,43779,6,102,18,19,12,26,37,82
"2739","AA",445,36755,5,143,16,17,13,30,46,9
"2740","B6",484,47955,6,94,18,20,9,27,28,95
"2741","B6",425,40453,5,126,16,19,5,26,30,28
"2742","UA",438,48680,5,20,18,20,4,23,37,159
"2744","UA",447,42989,5,89,17,19,8,24,37,65
"2745","EV",434,43593,5,96,17,19,9,26,25,84
"2746","B6",455,44965,6,41,18,19,11,24,35,84
"2747","9E",463,41123,6,69,17,19,12,25,29,47
"2748","UA",439,40085,6,113,16,18,8,25,44,26
"2749","MQ",433,44710,6,92,18,19,7,27,49,84
"2752","MQ",427,44920,5,14,17,19,6,30,33,63
"2753","UA",432,43736,5,76,17,19,9,27,23,71
"2754","EV",440,43030,6,86,17,19,15,30,42,72
"2756","B6",429,44986,6,64,17,18,11,24,55,88
"2757","MQ",460,47384,5,81,18,19,5,25,47,116
"2758","MQ",453,42448,5,62,18,18,13,23,32,66
"2759","EV",445,41180,5,127,17,17,15,21,37,54
"2761","UA",457,43567,6,64,17,19,5,28,34,78
"2762","MQ",422,44054,6,39,16,19,12,24,28,50
"2764","UA",463,39811,5,66,17,18,12,24,43,74
"2766","B6",430,42855,5,125,18,19,11,25,41,101
"2767","UA",443,45805,6,47,17,20,16,23,23,105
"2768","B6",467,44994,6,23,17,19,11,22,45,67
"2769","MQ",419,40068,5,165,16,18,9,25,35,35
"2770","EV",440,41997,5,97,17,19,8,31,38,55
"2772","EV",438,42710,5,20,17,19,8,25,42,79
"2774","B6",450,42875,5,80,17,19,7,25,47,67
"2775","B6",423,37932,5,163,16,19,10,24,26,33
"2776","MQ",413,40134,6,118,17,19,10,26,19,71
"2777","AA",468,44786,6,80,17,19,11,28,37,78
"2778","MQ",422,40511,5,130,15,17,9,28,30,21
"2779","B6",463,45421,6,66,18,20,8,28,41,124
"2780","UA",436,44078,6,52,17,19,11,25,37,63
"2782","B6",417,44021,5,19,17,19,8,22,37,81
"2783","B6",450,37769,5,130,16,17,7,24,34,21
"2784","EV",453,46045,5,93,17,19,2,28,36,81
"2786","B6",462,44222,6,76,17,18,-1,30,22,88
"2788","B6",459,44742,5,66,17,19,6,23,41,67
"2789","B6",435,46442,5,44,18,20,10,24,44,91
"2792","EV",410,41883,5,88,16,19,9,23,36,31
"2793","B6",445,43954,5,25,17,17,6,28,36,66
"2795","B6",451,44144,5,145,18,19,8,22,40,56
"2799","B6",464,44812,6,1,18,18,9,22,25,75
"2801","EV",407,40583,5,100,16,18,12,25,27,18
"2802","B6",456,44884,6,140,17,19,15,28,39,74
"2803","EV",464,44830,6,52,17,19,7,18,21,99
"2804","B6",424,40469,5,90,16,19,9,26,49,34
"2805","B6",446,44738,6,77,17,18,9,28,41,75
"2806","B6",431,42862,5,100,17,19,2,18,28,68
"2807","B6",445,45491,6,135,17,19,9,27,40,87
"2808","B6",443,40779,6,18,17,19,8,22,45,51
"2809","US",428,46127,6,3,17,19,13,27,32,103
"2811","AA",443,43155,5,132,17,19,5,25,33,56
"2814","B6",432,41492,5,100,16,18,12,21,40,53
"2816","B6",421,41810,6,41,18,20,6,27,45,72
"2817","AA",423,38971,5,120,16,17,8,23,23,35
"2819","DL",441,41464,5,104,17,18,4,20,32,47
"2820","EV",452,48524,6,128,18,20,3,25,44,94
"2821","DL",440,39176,5,138,16,18,6,28,52,40
"2823","FL",453,43214,6,146,16,18,10,21,39,45
"2824","UA",441,38878,5,115,17,18,3,30,35,30
"2825","UA",459,40482,5,184,16,18,11,24,29,42
"2827","EV",472,40066,6,85,16,19,10,24,41,45
"2828","EV",440,39569,5,126,17,19,12,23,42,38
"2829","9E",427,40264,5,151,15,18,10,21,45,24
"2831","WN",454,42428,5,178,16,19,5,27,45,47
"2832","MQ",446,45145,5,55,17,19,6,23,27,76
"2833","UA",455,48034,6,29,18,19,14,23,39,123
"2834","US",432,44250,5,85,17,19,2,22,35,67
"2835","AA",433,48847,5,83,17,20,3,23,35,114
"2837","UA",424,42644,5,116,17,18,10,27,40,43
"2838","DL",460,45944,6,56,18,20,12,28,35,101
"2839","DL",425,39536,6,76,16,18,6,30,45,34
"2841","B6",432,42615,6,168,16,18,9,18,36,29
"2842","EV",433,37347,5,141,15,18,7,26,40,12
"2843","DL",427,47153,5,83,17,18,11,21,31,94
"2845","B6",456,43616,6,56,17,18,15,22,40,70
"2846","B6",433,40149,6,138,17,19,5,23,48,61
"2847","UA",398,37868,5,165,15,17,11,27,32,7
"2849","AA",447,44398,5,34,17,19,10,21,40,79
"2851","MQ",442,39540,5,137,16,18,8,29,34,39
"2852","MQ",446,42282,6,44,17,19,11,31,51,79
"2853","UA",453,45137,5,70,18,19,6,22,27,95
"2855","US",435,40189,5,73,16,18,9,24,38,26
"2856","DL",442,44748,6,51,17,19,8,25,33,87
"2857","WN",440,42775,5,101,17,19,9,23,33,57
"2859","EV",441,44089,6,3,17,19,11,25,42,66
"2860","US",429,40509,5,165,16,18,8,25,34,29
"2861","B6",469,46285,6,81,18,20,9,23,26,127
"2862","DL",465,42610,6,62,17,19,10,23,49,86
"2863","WN",409,40560,5,145,16,19,9,21,39,25
"2864","EV",442,43232,5,73,17,18,13,30,38,79
"2865","UA",460,43176,5,88,17,19,5,24,41,64
"2867","UA",421,43958,5,10,18,20,9,29,37,110
"2868","UA",471,44809,6,56,18,20,8,23,27,116
"2869","EV",445,41536,5,67,18,19,11,26,44,80
"2871","UA",460,45105,5,79,17,19,9,21,40,95
"2872","B6",437,43818,5,65,17,19,10,30,46,73
"2873","UA",382,40925,5,29,16,19,17,30,30,26
"2874","EV",449,45499,5,53,17,19,17,21,40,67
"2875","AA",443,43098,5,137,16,18,5,30,33,57
"2879","UA",442,40687,5,104,16,18,5,29,43,32
"2880","UA",443,43320,5,116,17,18,7,27,31,57
"2881","US",415,41798,5,135,17,18,21,19,43,32
"2882","DL",457,41818,6,77,17,18,9,24,32,49
"2883","UA",448,44572,5,115,17,19,10,22,46,74
"2884","DL",428,41392,6,88,16,18,10,26,50,24
"2886","AA",451,41501,5,85,17,18,14,23,37,60
"2888","DL",404,42610,5,75,16,18,5,20,38,36
"2890","DL",442,43627,5,22,17,19,18,24,28,71
"2891","B6",457,44951,5,61,17,18,8,29,25,73
"2892","MQ",457,42085,5,89,16,18,10,23,37,48
"2893","US",454,45407,5,78,17,19,11,16,47,86
"2894","VX",465,45772,6,59,18,19,10,22,34,105
"2896","AA",430,41432,6,67,16,18,15,26,26,53
"2897","AA",443,43208,6,82,17,18,15,23,37,67
"2899","UA",465,46055,5,122,18,19,14,19,47,99
"2900","B6",455,44600,6,96,17,18,14,28,37,61
"2901","DL",420,44905,5,28,17,19,10,28,52,79
"2903","AA",449,45101,5,70,18,20,12,21,39,120
"2905","AA",418,46141,5,76,17,18,13,28,43,79
"2906","B6",455,48668,5,38,18,19,11,26,39,95
"2907","DL",436,45284,6,137,18,19,10,21,31,104
"2908","UA",462,47851,6,60,18,19,12,23,41,120
"2909","AA",472,45907,5,148,17,19,12,24,30,99
"2910","B6",424,41663,5,56,16,18,9,30,27,54
"2911","UA",448,42353,6,100,17,19,8,26,34,76
"2912","UA",426,44758,5,61,17,18,10,29,35,56
"2913","MQ",448,42340,5,158,17,19,5,28,46,60
"2914","AS",409,40534,5,71,16,18,6,26,36,36
"2915","UA",446,42725,6,92,17,19,14,21,18,63
"2916","VX",421,38911,5,79,16,18,14,27,29,27
"2917","UA",462,45480,5,75,17,18,12,20,26,85
"2919","FL",457,44727,5,64,17,19,16,27,29,69
"2920","B6",435,42225,6,110,17,17,5,23,30,43
"2921","DL",453,36468,5,150,16,17,10,23,25,12
"2922","B6",436,41921,5,104,17,18,12,23,28,51
"2923","AA",466,47117,5,18,18,20,8,22,54,123
"2924","B6",461,45308,6,14,17,19,7,24,33,99
"2925","UA",463,46498,5,53,17,19,6,20,41,74
"2926","B6",442,39415,6,62,17,18,8,28,36,46
"2927","B6",477,44999,6,44,18,19,13,23,40,98
"2929","UA",461,47556,5,21,17,19,10,24,43,98
"2930","B6",426,42048,5,63,17,18,4,24,29,50
"2931","AA",459,44327,6,156,17,18,11,26,41,78
"2932","AA",410,41687,5,91,17,18,9,26,37,29
"2933","UA",414,43144,6,93,17,19,11,29,32,78
"2936","UA",435,44073,5,127,17,19,5,24,31,51
"2938","DL",467,47134,5,106,18,20,11,28,27,98
"2939","AA",408,42227,5,59,16,19,8,30,27,39
"2940","UA",433,41508,5,75,17,19,5,24,39,47
"2942","UA",440,47132,6,67,17,19,7,25,40,96
"2943","9E",439,46763,6,24,17,19,10,31,38,106
"2946","UA",439,44789,5,72,17,19,14,27,46,71
"2947","EV",431,43160,5,106,17,19,11,22,31,62
"2948","DL",419,41170,5,161,16,19,12,30,37,27
"2949","B6",408,40926,5,81,16,18,15,19,34,15
"2950","B6",449,41309,5,198,16,18,12,21,27,23
"2952","DL",454,46977,6,42,18,19,7,28,37,110
"2953","US",433,42604,6,140,17,18,8,30,29,60
"2954","AA",455,44443,6,83,17,18,12,24,40,64
"2956","DL",472,42821,6,141,16,19,9,19,36,50
"2957","AA",414,47847,5,60,17,19,8,24,27,98
"2959","UA",494,48622,6,51,18,20,7,24,47,117
"2960","AA",416,43677,6,128,17,19,15,28,39,79
"2961","DL",438,46003,5,46,17,19,8,27,40,68
"2962","DL",417,43867,5,139,17,18,9,27,38,57
"2963","US",435,42055,5,77,16,18,15,22,54,41
"2964","B6",446,44157,6,119,17,19,13,23,41,71
"2965","UA",451,50522,6,56,18,20,9,23,36,127
"2967","AA",413,41328,5,133,17,19,12,26,37,47
"2968","B6",434,44081,5,75,17,18,15,24,44,51
"2969","DL",439,40287,5,151,16,18,12,26,28,51
"2970","UA",456,43503,5,64,17,19,13,23,41,74
"2972","EV",426,41576,5,94,16,18,13,27,49,54
"2973","B6",455,44099,6,46,17,19,12,23,38,78
"2974","AA",440,42109,6,131,17,19,7,29,51,61
"2977","UA",462,42537,6,76,17,20,10,26,29,97
"2978","UA",429,42963,6,165,17,19,11,19,37,84
"2979","AA",471,45689,6,93,18,19,11,22,48,117
"2980","B6",449,48027,5,48,17,20,10,22,44,112
"2981","UA",384,39097,6,101,16,18,18,23,39,20
"2982","B6",447,42308,5,69,17,19,15,14,32,66
"2984","B6",481,48205,5,68,18,19,7,28,29,111
"2985","DL",481,43706,6,78,18,19,4,25,29,95
"2986","MQ",439,45940,5,64,18,19,12,23,40,97
"2987","AA",433,44087,5,36,17,18,4,24,31,72
"2988","DL",430,42581,5,55,16,17,8,24,41,50
"2990","MQ",424,37418,6,116,16,17,11,23,46,11
"2991","UA",418,45481,5,21,18,20,5,32,39,101
"2992","B6",452,49850,6,50,18,20,8,31,36,157
"2994","DL",446,42155,5,4,17,18,14,25,37,65
"2995","US",449,45117,6,47,18,19,9,26,36,91
"2996","AA",440,44215,5,83,17,19,6,26,29,56
"2997","UA",468,43551,6,66,17,19,6,25,32,75
"2999","MQ",440,39278,5,94,16,18,12,24,44,52
"3000","US",447,47691,6,5,18,20,9,27,35,118
"3002","UA",462,43269,5,53,17,18,11,21,41,75
"3003","AA",439,42554,5,72,17,19,12,22,31,67
"3004","WN",410,40554,5,123,16,17,6,28,50,20
"3005","US",459,44013,5,61,17,19,11,24,43,95
"3006","EV",471,50593,6,76,18,20,15,31,50,137
"3007","AA",423,42959,5,16,17,18,7,31,43,66
"3008","B6",427,40668,5,71,17,19,9,29,48,47
"3009","B6",458,47565,5,24,18,19,8,24,46,121
"3010","UA",444,46389,6,32,17,19,9,25,32,99
"3011","US",470,43638,5,102,17,18,9,30,48,78
"3013","B6",455,45392,5,68,17,19,4,20,42,85
"3014","UA",462,43995,5,34,17,19,11,33,39,78
"3015","UA",427,41971,5,114,17,19,8,30,35,45
"3016","B6",450,44223,5,31,17,18,8,27,41,53
"3017","B6",438,41731,5,80,17,18,8,27,28,65
"3018","DL",443,43948,5,1,17,19,7,25,46,97
"3019","DL",438,42791,5,129,17,18,12,25,41,73
"3020","DL",435,42529,6,111,17,19,7,27,26,93
"3022","AA",413,39285,5,117,16,18,10,29,39,25
"3023","AA",451,45353,5,77,17,19,13,23,39,82
"3024","MQ",455,39340,5,106,16,18,14,25,40,24
"3025","UA",458,46107,6,141,17,20,0,21,50,80
"3026","DL",399,36825,5,213,15,17,8,26,32,2
"3027","DL",446,48219,6,64,18,20,7,25,37,130
"3029","AA",422,41712,5,82,16,18,12,21,36,47
"3030","B6",445,43362,5,19,17,19,9,23,37,67
"3032","UA",427,45505,5,28,17,19,5,24,36,81
"3033","UA",429,43778,5,69,17,18,14,31,24,49
"3036","B6",451,41673,5,8,18,19,12,26,32,86
"3037","AA",456,43083,5,90,17,18,10,21,37,65
"3039","FL",440,46195,5,108,18,19,5,21,42,88
"3040","B6",417,38585,5,125,16,19,17,25,43,30
"3043","AS",441,45599,6,106,18,18,10,31,36,87
"3044","AA",449,43865,5,76,17,17,6,21,39,73
"3045","UA",405,42121,5,80,16,18,8,28,36,40
"3046","UA",463,46277,5,79,17,18,8,24,45,72
"3047","VX",437,44383,5,112,17,18,8,25,46,56
"3048","B6",434,42319,5,100,17,19,12,29,43,57
"3049","B6",445,46200,5,149,17,19,11,26,41,75
"3050","UA",446,48379,5,111,18,20,5,25,35,126
"3051","B6",457,44206,5,44,17,19,18,24,43,73
"3053","AA",441,42713,6,106,18,19,12,21,30,126
"3054","UA",431,42073,5,77,17,18,11,32,39,36
"3055","B6",487,47223,6,111,18,20,12,31,34,134
"3056","AA",440,44318,5,88,18,20,9,25,42,93
"3057","B6",443,46349,6,48,18,19,7,32,41,97
"3058","DL",442,39726,6,2,17,18,3,27,44,51
"3059","AA",414,43158,5,23,17,19,7,24,43,43
"3060","UA",438,45864,5,65,17,19,8,21,40,89
"3061","MQ",429,39286,6,42,17,19,11,24,38,49
"3062","DL",457,43103,6,67,18,20,11,27,42,118
"3063","UA",450,44897,5,45,18,19,11,28,42,100
"3064","US",467,41170,5,60,16,19,5,25,39,27
"3065","AA",443,44527,5,36,17,18,8,25,36,72
"3067","WN",431,42880,5,86,17,19,7,26,35,52
"3068","B6",437,43228,6,74,18,19,10,22,45,77
"3069","DL",430,42937,6,67,17,18,11,21,26,55
"3070","DL",434,41852,5,69,17,19,11,31,36,53
"3071","MQ",408,45061,5,84,17,19,9,21,32,76
"3072","B6",450,44248,6,109,18,19,10,25,42,96
"3073","AA",415,42277,5,95,18,19,9,28,37,72
"3074","UA",460,39430,5,149,17,19,14,19,44,47
"3076","B6",453,43505,5,69,17,19,12,25,40,81
"3077","B6",435,39931,5,187,16,18,13,23,36,27
"3078","MQ",446,43663,5,75,17,20,7,24,47,75
"3079","DL",425,41772,6,78,17,19,8,29,39,46
"3080","EV",461,46708,5,40,17,19,12,18,29,85
"3081","9E",430,42640,5,63,17,20,7,27,46,79
"3082","DL",419,40822,5,97,17,19,7,26,31,50
"3084","MQ",425,39507,5,69,16,17,8,24,39,25
"3085","US",473,46974,6,86,17,18,10,22,35,96
"3086","EV",454,41791,6,113,17,19,13,26,48,70
"3087","DL",481,46860,5,82,18,19,13,26,39,99
"3088","FL",430,46432,6,100,17,19,8,30,44,101
"3089","B6",452,42877,5,80,17,19,9,26,28,63
"3090","B6",435,44760,5,93,17,20,13,22,36,88
"3091","DL",448,44537,6,92,18,19,7,29,46,91
"3092","DL",465,42915,5,57,17,19,7,29,45,64
"3093","B6",452,46972,5,53,17,20,16,27,39,93
"3094","MQ",467,44310,6,133,17,20,8,28,35,81
"3095","EV",446,46960,5,37,17,19,13,30,48,88
"3096","US",451,42657,6,49,18,19,8,22,49,89
"3097","UA",421,39791,5,138,16,19,4,24,27,26
"3098","AA",429,41450,5,90,16,19,8,29,38,41
"3100","AA",437,41032,5,155,17,18,11,27,40,32
"3103","UA",431,38759,5,48,16,18,10,26,18,29
"3104","UA",442,45372,6,37,17,18,7,24,42,68
"3105","UA",458,47673,5,78,18,20,13,28,36,138
"3106","AA",435,38362,6,116,16,17,21,21,41,17
"3108","EV",444,39606,5,122,16,18,14,22,46,21
"3109","MQ",437,45121,6,84,17,19,11,27,44,71
"3110","F9",448,49040,6,53,17,19,11,23,37,119
"3111","AA",438,42461,6,39,17,19,8,22,36,46
"3112","MQ",422,42860,6,94,17,19,14,27,38,76
"3114","DL",441,44949,5,12,18,19,2,27,34,94
"3115","B6",487,45203,5,45,18,19,12,23,36,113
"3116","MQ",446,42809,5,93,17,19,14,20,46,69
"3118","EV",461,48246,6,101,17,19,13,24,26,122
"3120","UA",417,43299,5,63,17,18,12,28,35,52
"3121","WN",431,34476,5,135,15,16,8,28,33,3
"3122","B6",456,43939,6,73,17,19,8,27,56,56
"3124","AA",438,42812,6,154,17,19,10,24,50,59
"3125","DL",418,45077,5,75,17,18,8,25,44,63
"3126","UA",422,43575,6,83,17,19,10,25,33,99
"3127","HA",473,45596,6,86,18,21,11,30,39,132
"3128","DL",428,41747,6,119,16,19,9,22,37,42
"3129","DL",473,44802,5,93,17,19,11,20,29,93
"3130","UA",450,46563,6,24,17,20,12,16,46,126
"3131","MQ",414,42438,5,139,17,18,11,28,38,33
"3133","VX",446,44520,6,148,17,19,12,23,38,82
"3134","UA",472,41455,6,2,17,19,9,18,34,74
"3135","UA",438,47160,6,79,18,19,15,24,31,118
"3137","UA",446,42089,5,144,17,19,12,22,51,60
"3138","B6",425,37632,5,18,16,17,7,17,38,13
"3139","UA",446,41731,5,86,16,19,12,25,35,51
"3140","B6",436,39326,5,88,17,18,12,26,35,44
"3141","US",432,39200,5,68,17,19,14,19,32,62
"3142","UA",413,45010,5,25,17,19,10,23,29,83
